system:index,VHI_M,adm4_id,month,season,year,ym,.geo
VHI_M_2023-01_00000000000000000070,0.4699999988079071,113,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000071,0.48500001430511475,114,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001b0,0.4300000071525574,433,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001b1,0.5149999856948853,434,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001b2,0.46000000834465027,435,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001cd,0.47499999403953547,462,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001ce,0.5199999809265137,463,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001cf,0.45500001311302185,464,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000001c,0.5550000071525573,29,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000001d,0.5299999713897705,30,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000001e,0.5199999809265137,31,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000026,0.5699999928474426,39,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000f9,0.5699999928474426,250,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000fa,0.600000023841858,251,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000fb,0.5849999785423279,252,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000fc,0.6150000095367432,253,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000163,0.5350000262260437,356,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000164,0.5,357,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000165,0.5649999976158142,358,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000166,0.5199999809265137,359,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000149,0.5,330,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014a,0.4149999916553498,331,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014b,0.4399999976158142,332,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014c,0.5149999856948853,333,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014d,0.48500001430511475,334,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014e,0.4799999892711639,335,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000158,0.5649999976158142,345,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000159,0.4950000047683715,346,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015a,0.5699999928474426,347,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015b,0.5099999904632568,348,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015c,0.5049999952316284,349,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015d,0.5550000071525574,350,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000008,0.4749999940395355,9,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c2,0.4399999976158141,195,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c3,0.5299999713897705,196,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c4,0.4399999976158142,197,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c5,0.48500001430511475,198,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c6,0.5199999809265136,199,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c7,0.4650000035762787,200,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c8,0.4449999928474426,201,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c9,0.47999998927116394,202,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000136,0.44499999284744274,311,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000137,0.45500001311302185,312,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000138,0.4650000035762787,313,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000139,0.4699999988079071,314,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000013a,0.5099999904632568,315,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001ef,0.49000000953674316,496,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001f0,0.5749999880790712,497,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000081,0.45500001311302185,130,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a0,0.4699999988079071,161,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a1,0.5099999904632567,162,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a2,0.5649999976158142,163,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a3,0.5,164,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a4,0.5799999833106995,165,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000014f,0.49000000953674316,336,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000150,0.5049999952316284,337,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000151,0.5400000214576721,338,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000152,0.5,339,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000153,0.4749999940395357,340,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000171,0.574999988079071,370,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000172,0.49500000476837164,371,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000173,0.5249999761581422,372,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001f1,0.6499999761581422,498,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001f2,0.6050000190734863,499,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001f3,0.5199999809265137,500,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000092,0.6499999761581421,147,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000093,0.5550000071525574,148,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000094,0.550000011920929,149,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000095,0.4300000071525573,150,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000096,0.5749999880790712,151,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000097,0.7799999713897705,152,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000098,0.4300000071525574,153,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000a9,0.5249999761581421,170,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000017c,0.5550000071525573,381,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000017d,0.48500001430511475,382,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000017e,0.5569296950986241,383,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001ee,0.6349999904632568,495,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000020d,0.6499999761581421,526,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000020e,0.5249999761581421,527,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000020f,0.5699999928474426,528,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000210,0.5049999952316284,529,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000211,0.5249999761581421,530,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000058,0.5400000214576722,89,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000059,0.46999999880790705,90,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000018b,0.48500001430511475,396,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000018c,0.46500000357627863,397,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000018d,0.4300000071525574,398,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000018e,0.455000013113022,399,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000036,0.5849999785423279,55,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000db,0.5149999856948853,220,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000dc,0.5249999761581421,221,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000dd,0.5099999904632568,222,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000102,0.6050000190734863,259,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000103,0.6299999952316284,260,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000104,0.5400000214576722,261,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000105,0.5099999904632567,262,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000000a,0.6000000238418578,11,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b1,0.5149999856948853,178,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b2,0.48500001430511475,179,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b3,0.49000000953674316,180,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ca,0.5249999761581421,203,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000d2,0.5550000071525573,211,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000d3,0.5149999856948853,212,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000d4,0.5649999976158143,213,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000d5,0.625,214,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000bc,0.5199999809265137,189,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000bd,0.5099999904632568,190,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000be,0.5149999856948853,191,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000f1,0.6100000143051147,242,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000100,0.4900000095367432,257,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000101,0.5299999713897705,258,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000012f,0.5,304,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000130,0.5299999713897706,305,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000131,0.509999990463257,306,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000065,0.479999989271164,102,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000066,0.4900000095367432,103,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000067,0.5350000262260437,104,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000068,0.48500001430511475,105,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000109,0.5400000214576721,266,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001c1,0.5350000262260437,450,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001c2,0.4900000095367432,451,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000113,0.5,276,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000114,0.5500000119209291,277,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000115,0.5550000071525575,278,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000116,0.5049999952316284,279,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000117,0.5099999904632568,280,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000167,0.5450000166893005,360,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000168,0.4650000035762787,361,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000169,0.479999989271164,362,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000016a,0.5199999809265138,363,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000016b,0.42500001192092896,364,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000016c,0.449999988079071,365,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000016d,0.49000000953674305,366,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000cb,0.625,204,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000eb,0.5649999976158141,236,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ec,0.5199999809265137,237,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ed,0.5350000262260438,238,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ee,0.5649999976158142,239,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ef,0.5350000262260437,240,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000146,0.5550000071525574,327,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000147,0.6150000095367432,328,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000148,0.5749999880790709,329,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015e,0.550000011920929,351,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000015f,0.6700000166893005,352,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000160,0.5400000214576722,353,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000161,0.5950000286102295,354,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000162,0.5699999928474426,355,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000010,0.5699999928474426,17,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000121,0.5649999976158142,290,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000122,0.5099999904632568,291,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
