month_year,SN0101_NDVI,SN0102_NDVI,SN0103_NDVI,SN0104_NDVI,SN0201_NDVI,SN0202_NDVI,SN0203_NDVI,SN0301_NDVI,SN0302_NDVI,SN0303_NDVI,SN0401_NDVI,SN0402_NDVI,SN0403_NDVI,SN0404_NDVI,SN0501_NDVI,SN0502_NDVI,SN0503_NDVI,SN0601_NDVI,SN0602_NDVI,SN0603_NDVI,SN0701_NDVI,SN0702_NDVI,SN0703_NDVI,SN0801_NDVI,SN0802_NDVI,SN0803_NDVI,SN0901_NDVI,SN0902_NDVI,SN0903_NDVI,SN1001_NDVI,SN1002_NDVI,SN1003_NDVI,SN1101_NDVI,SN1102_NDVI,SN1103_NDVI,SN1201_NDVI,SN1202_NDVI,SN1203_NDVI,SN1204_NDVI,SN1301_NDVI,SN1302_NDVI,SN1303_NDVI,SN1401_NDVI,SN1402_NDVI,SN1403_NDVI
2010_11,0.2222949823656532,0.22614654148514127,0.264181695181999,0.39694914984286894,0.3529462197042493,0.3731868067914028,0.35206837929397095,0.35815220274271153,0.48485914781039013,0.3915553131778819,0.4144411492896212,0.4156876580092831,0.4308873391887467,0.44471096617158035,0.41071921714378,0.40579173048352174,0.4155060805679055,0.5927208666195235,0.6114768972444691,0.5764760445284762,0.6508138707221249,0.5865371526252112,0.6234569150560462,0.30961371966870155,0.3536216656573938,0.32390750220660014,0.3696114569700876,0.292319604481889,0.3529933702761726,0.3297238207921959,0.26393161122097347,0.33121919671031447,0.6568452726697565,0.6882897091162409,0.6893668626471775,0.4030181108518138,0.47457881568696786,0.4343082524649308,0.5408679172012271,0.4451336944855337,0.3765174971814602,0.31556951350353907,0.6362484968095115,0.5490591671459942,0.623486723983272
2010_12,0.1951673688023785,0.21769277567508075,0.24579134924607457,0.3396943850434777,0.2818991036329157,0.2863898121055663,0.28993691342470107,0.28279123130666084,0.41861542696986953,0.3113910187183952,0.3374142389671435,0.33343681991311885,0.3282771714744351,0.3444977427831739,0.32676706757898183,0.3156632691507771,0.3348164939113121,0.4763501198185578,0.4986717688182333,0.44124758750090987,0.5623532067963549,0.49062068944787635,0.5349603561855469,0.2577812691966804,0.2854008574223438,0.260575399407605,0.30162862640976823,0.2575707013012239,0.30212029403358664,0.2786059714824047,0.2350009252557462,0.28215042424759357,0.5494572103474503,0.6320976200115482,0.602655228465616,0.31772868946667215,0.3866191540490648,0.33463763412415676,0.44600361441125486,0.3353597094834149,0.31556433204947154,0.275634770910629,0.5784802043516616,0.5324714009920892,0.6036523772018064
2011_01,0.17179007799269833,0.1974309410386887,0.2276922743731303,0.3031845122422523,0.24833926640892187,0.24675020420858151,0.25304648865628676,0.24172566536866708,0.3573652971310519,0.26779364685495854,0.29135906879026224,0.2858150770508522,0.29017320839547983,0.2953535006782859,0.27859041806649754,0.26375330621285126,0.28222829932305554,0.33927877771433534,0.35977314187087894,0.3205107575267832,0.44433503143752506,0.3769938165350756,0.4137584260010258,0.2302657841547817,0.2507974415131994,0.23152939479420637,0.2664732093106285,0.23356643903709629,0.26711500747555145,0.24076210282796431,0.213766377298622,0.2529058742902596,0.4312677710476326,0.5304890312847227,0.4928870969314182,0.27416525936353364,0.3295853452830065,0.2978963048026862,0.34248279571658125,0.28491089025695343,0.2801790728129397,0.24849909105098272,0.4977467976248659,0.4669387770017605,0.5246911119378765
2011_02,0.16148484167297217,0.19035396305461424,0.21083502876180257,0.2808362456952484,0.23442476180024835,0.23104853882160944,0.23493454243414355,0.22435102815547983,0.3225116381293285,0.24586023951440228,0.26619875048378805,0.25849741629796885,0.25943929265672017,0.2674627248545191,0.2544067895972955,0.2410821446152771,0.2568215863294497,0.2934070678348593,0.3079816095871842,0.2783076246477521,0.3440431735969517,0.29991418714657797,0.32521566111656003,0.2176735364463267,0.2352838203826718,0.22065759776720023,0.2427085924489635,0.21868012077713375,0.2424147070013402,0.22894468384260447,0.2029222241870516,0.2376912029036798,0.3249759169351469,0.46077214108058623,0.3974017111834176,0.24799707281613695,0.2904421670210514,0.2665877391551801,0.2902975124380655,0.2639976037266742,0.2618549263758241,0.23325223723663424,0.4336232226930741,0.4419373793879964,0.4932530571026121
2011_03,0.13854462184422284,0.16477220448858723,0.187412698600031,0.2507254993935512,0.22103953860120737,0.21589671814239328,0.2200282915220598,0.21459653145215063,0.28724860069247193,0.22862306302954732,0.2440591910062843,0.2357791548092796,0.23787733076569356,0.24452908215459457,0.23677329204713343,0.2232775741517797,0.2371276847948237,0.28671974728194405,0.3035179091251986,0.2734414940333382,0.31965079238235067,0.2856461965005326,0.3049654062619794,0.20599279270406767,0.21928796941845305,0.21065727814311336,0.21750408603597976,0.1985549109470937,0.21636734704259172,0.21938415247457568,0.18976243253013325,0.22446508947877455,0.2932961394969382,0.3924972211426843,0.3315535089855747,0.23050052308806124,0.2693836845125582,0.24332796955379055,0.2755060285130612,0.24718482297564304,0.24435428427853567,0.21715845432965616,0.3717860905671713,0.4043217370302942,0.44471696286902057
2011_04,0.13150793470566938,0.16223460145220384,0.1811191627792095,0.23552311770517195,0.2081194956359772,0.20181970163626137,0.20258160335691416,0.204962619791671,0.27362382249877804,0.21112563030220757,0.23713828892801608,0.2312684170456796,0.24492051848700933,0.23367343394863735,0.22370085694404052,0.21558496502557248,0.2303015479694864,0.3071517169036946,0.3301006205434778,0.29112532143593695,0.363296127450642,0.32686224825534405,0.35048038144106736,0.19417716751142708,0.20685751022155463,0.2021099601579738,0.2118778410758682,0.1913610135885404,0.21011156930452904,0.22178421559600336,0.18220289377159943,0.21541176081168917,0.31788386903804217,0.38418223207500846,0.3531901378404178,0.2231421764735862,0.285388910161863,0.2493988374310128,0.30407440709542655,0.2367139574236556,0.2318844146187003,0.20486805610140704,0.35770914200146325,0.37016866329892695,0.42526759045472423
2011_05,0.13378056856748102,0.16301540461655012,0.1692894011867349,0.22088199727126828,0.20336372316462065,0.1986160942754249,0.2001338678708908,0.21207057980159164,0.28673785583179856,0.2079479375957597,0.23602007756115112,0.23007379199417152,0.24510267826707263,0.2383541523057254,0.2175763012826125,0.21583597851703265,0.22500948436160215,0.35557020538393697,0.36362089622270294,0.34774508230871787,0.42016338725233093,0.38099019460531774,0.4068604360111781,0.18490660971641867,0.21281530564455156,0.19772925454260973,0.20771460402764708,0.18642159012323747,0.2125413957474507,0.2257230339687958,0.1806980297144561,0.20369397027844735,0.3623986365922656,0.45513186663808974,0.4139250468873802,0.2344036878829536,0.3041005520867991,0.2571009104981307,0.33405967747521953,0.2349292389092016,0.22214885549526572,0.19299301470942787,0.4015968707887584,0.3925023356349279,0.46541161057754454
2011_06,0.15176863041394273,0.210725727481564,0.19341594374533555,0.22962656611771373,0.20448840787428169,0.20041893070872605,0.19886822333546755,0.19767149221717217,0.30425555773851226,0.1953707410509434,0.22651740349073088,0.21971057588345488,0.25292498374352473,0.23204566072793556,0.19913644056611235,0.2148398382173656,0.22052652712062423,0.5162521516638588,0.5114260297365366,0.5365741891047715,0.5353736407123446,0.4735336145441353,0.5028679360391609,0.18244899295315717,0.2124138038845657,0.1957864105101757,0.23673930877365076,0.20516232767775608,0.2436984947735301,0.21708242415410187,0.18498561429112623,0.2070933834369825,0.4083784265140372,0.5227356260884789,0.4869701424022565,0.2859201629445484,0.360301310123158,0.28321085402664653,0.40817357939338417,0.23106809455760816,0.22470170606095713,0.19301338272827892,0.420371633001862,0.40686134590155265,0.4828334206877279
2011_07,0.13289411078302932,0.16259120499513477,0.17513458141102825,0.27843945433606865,0.330080001629525,0.29391888078389494,0.25435057090565427,0.2527873048397656,0.4003406439580761,0.2888014153836543,0.3348073193317069,0.32326011060777937,0.3925942894201147,0.35224134711383487,0.2952970567530204,0.33428378406731496,0.3436521183543867,0.7053684665405905,0.707711996637753,0.699000729779212,0.6113367048676687,0.5905197723871048,0.6422815739249654,0.2590477283943489,0.3023277122936073,0.2811466102532862,0.34474021318712567,0.23725923780935496,0.3589592396826795,0.24293641668425436,0.23487161072726112,0.2793745336316796,0.596847889468951,0.5586193822828557,0.6037425835514781,0.4577920097808117,0.5373674044091558,0.4429994855521644,0.5963869718386849,0.30806162092030326,0.3226054486678871,0.2727190291219451,0.5048649065688893,0.4096370038463093,0.5161302407766237
2011_08,0.1926164011896651,0.19074230119752905,0.2539137644009488,0.5295972703914745,0.48753862296914185,0.4719746327304252,0.4066770501629228,0.38292652661495424,0.5245550143990727,0.43490755766157674,0.5222883563764428,0.5091596560335374,0.6003630663101585,0.5626391601813158,0.4614409359078177,0.49455423848595353,0.5490981929367958,0.7516645256536236,0.7347234894148289,0.7586203214077532,0.6689556524602144,0.6485694470516646,0.656534435452572,0.3963355875245525,0.4961697316790275,0.3860138711037726,0.5377602107043727,0.3754153129184932,0.5418873862459891,0.31856413350112756,0.37596951323897937,0.3642574612455636,0.6071060574292947,0.6320964450747469,0.632758599849291,0.6524830010479585,0.6852756116559006,0.6063174735180237,0.6761049686232249,0.5478773244285706,0.5310812013563714,0.41814915606456854,0.5777171111677616,0.393229688718223,0.514664194751241
2011_09,0.22256990648996983,0.2055745603811639,0.27162722383238136,0.4774498647061881,0.5206618734764251,0.5184021913256387,0.4960753299469606,0.45377222093519415,0.5692087170884629,0.5010090822206263,0.6248163072948348,0.59072178827312,0.606693611392992,0.6103385271143886,0.5376704531469307,0.5593738317245323,0.6345391031625359,0.7642710620334529,0.7692415765805846,0.7635007178001262,0.750948822096899,0.7368282826429037,0.7416919586223818,0.4335640276014416,0.5294195437916303,0.3848718243920517,0.5425504587665774,0.3865246814645169,0.5485509577787137,0.3088761916497775,0.3641610020014556,0.35961920557235877,0.75365871383516,0.7278087367074326,0.7343898409226464,0.6229240219719133,0.6963847836033584,0.6432445414193368,0.7265153408674221,0.5446108448416643,0.497160961108051,0.4303173100709848,0.6386181681792887,0.5325171830476014,0.634936457698916
2011_10,0.20014960282894917,0.21171713111678303,0.2436837885910742,0.3699424475716063,0.3912138765062491,0.40569942509139456,0.40432100514889896,0.3916201206013328,0.5350420445074688,0.4368405060900508,0.5418304354588991,0.5016370467979746,0.5078876605512314,0.5029061710886631,0.4759311198222537,0.4889603487275761,0.539998235342022,0.6907530792270987,0.6973546298841369,0.6801293103315573,0.7433506180882552,0.7050188717637749,0.7116399711573422,0.33734129787334816,0.3876165889469525,0.31831805457712425,0.3794687932054305,0.28584245786008816,0.3944430026423351,0.28217973836040133,0.2708529074950633,0.31848944163299525,0.7366850953775919,0.6929045382786506,0.7389520785540379,0.46753348959074864,0.5090324369837026,0.4776397894981938,0.6209736104558201,0.4705251418529096,0.411481360650279,0.3481511647669677,0.6541202138207876,0.5136943370394342,0.6085911124631186
2011_11,0.19742175863340788,0.2162391710642924,0.24111954423485304,0.3405543169732688,0.3106543048584227,0.30068118711416064,0.3080785630465947,0.30532418104182024,0.4531665077254501,0.3299974556188988,0.38666805381567576,0.3686493252357737,0.3535768162191141,0.36805809416586693,0.3528920754098571,0.3551290969178239,0.4007986454719002,0.5964384265658383,0.593344235171348,0.5797450507960664,0.6500195561524511,0.5731596659500456,0.5945864991341784,0.27168610755282274,0.2946038864480313,0.25496444194321416,0.3211707276225162,0.25586218622899637,0.3154040452751595,0.2626609340613744,0.22949741301697055,0.2710306818694303,0.6565892856546902,0.7024871534277964,0.6869957443996056,0.35523337366120805,0.3931904527229864,0.33680627443158717,0.4849262233068448,0.3791710683326045,0.3529241586373423,0.29920438837110275,0.6341160358483494,0.5524394520090474,0.6322620007111726
2011_12,0.173052468919621,0.2006906494337516,0.2088658280523008,0.2869420885138441,0.2542939927678262,0.2483000904964616,0.2533157145286262,0.23978526419294605,0.37165202550449905,0.26962869708179815,0.30150630187273547,0.2884397489706569,0.2827489862941944,0.2932377321717088,0.28104216523962816,0.2680130731400136,0.29972438463232115,0.4102955946453909,0.42341312282273225,0.37408270859674386,0.4921934169669575,0.4129571892638657,0.43088554146178265,0.2288106451955098,0.2466730560282365,0.2185493727491608,0.27181094232179104,0.22516979860224492,0.2698319420014475,0.21883766397716276,0.2025246112474227,0.2343923987222019,0.5081176464996638,0.6039691858935983,0.5739828737743895,0.27755834097559606,0.3122814424079858,0.2830538535096905,0.3395997427079308,0.2926732896781248,0.29010483209869864,0.2559276332774803,0.5563532599013767,0.4918810377386462,0.5767627384303174
2012_01,0.16116517665034114,0.1943476550446464,0.20003583612880077,0.26667961701109066,0.23004435997631445,0.22208609082973013,0.22619196551379464,0.21406574699234887,0.31194598434421505,0.236715399043567,0.2609712863358875,0.2522347015684274,0.25437836346512077,0.25682622247498255,0.24494752376494253,0.2361151578068605,0.25871474627282587,0.3124182379882917,0.33670661496710663,0.28365976405826027,0.3888216133601526,0.3197989668073718,0.3357092308388785,0.21220248723271531,0.22712162552472645,0.20751120757646904,0.23851253297628716,0.2015921527046233,0.23951172312189817,0.20798621750042204,0.1923432183483824,0.22175540892222884,0.3823171538238889,0.5230864015135704,0.46976614443446535,0.244342560944966,0.27847255444620833,0.2567748115362698,0.2839725096413827,0.25808573444969285,0.26279191235829563,0.23818935801451172,0.4666606204538815,0.4377413727234884,0.51923447091982
2012_02,0.1447391607144742,0.1595479388706853,0.17175882819833946,0.2332645271854417,0.2132385584313523,0.20893942320769135,0.2117018218758687,0.20235480511645265,0.2741330770524152,0.2189888265859733,0.23890203314723005,0.2316663858940071,0.22988275887034157,0.23311388133388616,0.22421453310182823,0.21522610901301065,0.23585721405218213,0.25911504150738857,0.2802137889129314,0.24650909983169828,0.3014269893260739,0.2627318596131155,0.2813669767486025,0.19932077876083984,0.2136316478113165,0.20012125954559656,0.2181948433956954,0.19856193096378985,0.22093661707048903,0.20103337312596636,0.18768610203472005,0.2129095942543288,0.2793162943060951,0.41656534112079746,0.3455643290605746,0.22337184907844135,0.24537082785202977,0.23175763251169823,0.25144059818467523,0.23145344317338043,0.23827210466630408,0.21838359617754047,0.36130888470109274,0.3838592678825374,0.437404746506022
2012_03,0.1318303130078495,0.1517967304838738,0.16002471870044888,0.21521761282447235,0.1993881505445936,0.19588970515006024,0.2009822468647162,0.1988276637111028,0.26503722891263165,0.20703614337111825,0.2250574198518935,0.21996139931820577,0.22102024653766675,0.22468096799428383,0.21199128013315488,0.20600517056750117,0.2231597527257216,0.2598150972879852,0.27956992655188095,0.24673750767486055,0.2829147581894095,0.252976125515998,0.2701685919121326,0.1845295469736012,0.2034302406603104,0.18743555847940868,0.21049183884580236,0.1876032371575605,0.21031087859012915,0.19165632917731143,0.17918503763358862,0.19973022486424707,0.26386934623080666,0.3419216487789179,0.2943062869908472,0.2128347823405597,0.23288683815161848,0.2188281396546476,0.24276355607896777,0.2214848233578877,0.22173539480154025,0.19992229659576077,0.31431870832187503,0.3429741041897242,0.3806906199613266
2012_04,0.12836496581827897,0.16552843900928554,0.1654146411754063,0.21525984079858884,0.19694243250139284,0.19408096888374385,0.19778774239269575,0.1924766018574187,0.269952428386333,0.2050250850554846,0.22248754696166237,0.2196514555917058,0.22181945299698247,0.22507604447658455,0.21034951939521457,0.2077944453163746,0.22339666045273543,0.2838752099981542,0.3042556137059034,0.2773787464017638,0.30648213135383984,0.27569626732144764,0.29606065744124066,0.18096922983922736,0.20272578846252537,0.18971124877998344,0.20575008331202055,0.18378445007344776,0.20352275086168956,0.19931002118434857,0.18248158590570013,0.19961668652546943,0.2864155488921721,0.3475070363969784,0.31352743822995105,0.2183572620915689,0.2441250042787867,0.22042552726025355,0.259768171435097,0.2242131606494326,0.22147830361498197,0.1958959316825405,0.31780975631661124,0.3257436344558406,0.38098428943518303
2012_05,0.12544965788647316,0.1599916084780758,0.16116362186842326,0.19548057552719883,0.18339428250563689,0.1797357469938946,0.17976833151860272,0.18483633257479537,0.25702475175368894,0.18424091325273811,0.19475292350685805,0.19485363312859044,0.2103797413444012,0.19978943993055104,0.1862202358891306,0.1880703842642681,0.19729054017441747,0.3695380384195608,0.3978533045309849,0.36141968212567144,0.33811206773307234,0.2977085697773438,0.343819939767526,0.16615519774704207,0.1838553138725368,0.1754576715903826,0.19628833126571507,0.16490558310362938,0.1923122977154062,0.19935630424176584,0.16448036942177077,0.18308076351496988,0.3088193776235193,0.38024079592010945,0.34726497690286995,0.23629425297876488,0.272094566254152,0.2225005921707565,0.3021565475926798,0.20756781962010623,0.2006676888275669,0.18051803829450605,0.33879620084381806,0.3409598906986379,0.3811445741448604
2012_06,0.11125695249081367,0.13958503521232987,0.15255571012936386,0.1902148865821494,0.18788182604364673,0.19318468829618124,0.18680397861310116,0.1905758834357383,0.3052565206252926,0.18515648876936044,0.20823735527763448,0.20411929937646975,0.2344393019921344,0.204917592142386,0.18809556117433365,0.2015857006311932,0.21556274678701212,0.4949403408929254,0.5421018611157371,0.48901538200547184,0.3992896670826474,0.3830522254720289,0.42362877440513913,0.1626927919035252,0.18497597597047255,0.176056243266643,0.2862173703703679,0.17511248516767575,0.2272226984567757,0.18750845215045703,0.1599259278513017,0.1702229274475245,0.3939769583500085,0.42514683215647137,0.42038851521828696,0.31562276819135265,0.360993663274324,0.2667778051408047,0.4043205804726761,0.20615279029414843,0.1972388319147565,0.17181674259518862,0.380103819903368,0.3850158989300661,0.43029692896517446
2012_07,0.17622474900447951,0.17770242680559645,0.2200210830178775,0.36792374620391977,0.30938505254022775,0.3451280711177042,0.37288156883368295,0.28992820261777896,0.42577008343544753,0.34118599404741623,0.3707809811202299,0.37429176117270085,0.3919318784074282,0.3809268095443437,0.3330007487939559,0.3414560728562968,0.366415450615721,0.7196885574881902,0.7262802107822329,0.6773777784834267,0.5935118268456487,0.567156284034808,0.5741106540677802,0.2861126299985366,0.312133689097163,0.2508020378294787,0.47498030073387704,0.2536193768512736,0.3806534825847732,0.21395875012718343,0.2037790297811316,0.2267315855423255,0.5996245423766443,0.6255705539479091,0.6256445116730501,0.5597279190863135,0.6177332905769756,0.4231928712961665,0.5877592310320918,0.3532168574868415,0.3495575473777484,0.26323291754038836,0.5506047464919369,0.4276474015697805,0.5418274072054076
2012_08,0.1933489300410905,0.1946650286374846,0.2635452643384434,0.49679874968435406,0.4746871591418175,0.49190801279164575,0.5055455522017807,0.4130722407145924,0.4728219574794424,0.48801614210170574,0.5687627383833679,0.5914273420240723,0.632396782835725,0.5922203483721049,0.47033520778310217,0.477583436965115,0.5500164703013656,0.7233201795643948,0.6933962279499039,0.7158579259570154,0.6805135927144651,0.6783224017710513,0.6526006844975951,0.4215357146407656,0.5186739665897587,0.38108103957993744,0.5558714469272313,0.3542595372907307,0.5950296624501555,0.38548225760867016,0.3998930310656211,0.35815594103397097,0.6723106165109466,0.6292645153294381,0.6403265841837993,0.6235893303676893,0.6860293971170528,0.6350215955675429,0.6657225356744253,0.5188858532927626,0.5151343841488314,0.413681484730578,0.5201228045494881,0.42773551150745087,0.5437171070677834
